"No.","Time","Source","Destination","Protocol","Length","Info"
"103041","17612.902458225784","192.168.11.111","192.168.11.248","TCP","343","-> S (15250)"
"103042","17613.384703365537","192.168.11.248","192.168.11.111","IEC 60870-5-104","458","-> S (15250)"
"103043","17613.39155497065","192.168.11.111","192.168.11.248","TCP","292","-> S (15250)"
"103044","17613.415459235337","192.168.11.248","192.168.11.111","IEC 60870-5-104","884","-> S (15250)"
"103045","17613.61305864007","192.168.11.111","192.168.11.248","TCP","328","-> S (15250)"
"103046","17613.84453213272","192.168.11.248","192.168.11.111","IEC 60870-5-104","592","-> S (15250)"
"103047","17613.9109604186","192.168.11.111","192.168.11.248","TCP","345","-> S (15250)"
"103048","17613.989715020565","192.168.11.248","192.168.11.111","IEC 60870-5-104","421","-> S (15250)"
"103049","17614.301269180563","192.168.11.111","192.168.11.248","TCP","341","-> S (15250)"
"103050","17614.51985689881","192.168.11.248","192.168.11.111","IEC 60870-5-104","320","-> S (15250)"
"103051","17614.674385195314","192.168.11.111","192.168.11.248","TCP","619","-> S (15250)"
"103052","17614.692967700626","192.168.11.248","192.168.11.111","IEC 60870-5-104","503","-> S (15250)"
"103053","17614.805173641835","192.168.11.111","192.168.11.248","TCP","274","-> S (15250)"
"103054","17615.16605430739","192.168.11.248","192.168.11.111","IEC 60870-5-104","295","-> S (15250)"
"103055","17615.183848929864","192.168.11.111","192.168.11.248","TCP","778","-> S (15250)"
"103056","17615.255266945103","192.168.11.248","192.168.11.111","IEC 60870-5-104","205","-> S (15250)"
"103057","17615.375504127074","192.168.11.111","192.168.11.248","TCP","233","-> S (15250)"
"103058","17615.51518044532","192.168.11.248","192.168.11.111","IEC 60870-5-104","405","-> S (15250)"
"103059","17615.85161341592","192.168.11.111","192.168.11.248","TCP","542","-> S (15250)"
"103060","17616.00136122629","192.168.11.248","192.168.11.111","IEC 60870-5-104","272","-> S (15250)"
"103061","17616.13755993094","192.168.11.111","192.168.11.248","TCP","367","-> S (15250)"
"103062","17616.551723199358","192.168.11.248","192.168.11.111","IEC 60870-5-104","406","-> S (15250)"
"103063","17616.947840564684","192.168.11.111","192.168.11.248","TCP","333","-> S (15250)"
"103064","17617.084902327922","192.168.11.248","192.168.11.111","IEC 60870-5-104","113","-> S (15250)"
"103065","17617.312001571932","192.168.11.111","192.168.11.248","TCP","416","-> S (15250)"
"103066","17617.450421206802","192.168.11.248","192.168.11.111","IEC 60870-5-104","442","-> S (15250)"
"103067","17617.45135716073","192.168.11.111","192.168.11.248","TCP","607","-> S (15250)"
"103068","17617.556385763986","192.168.11.248","192.168.11.111","IEC 60870-5-104","642","-> S (15250)"
"103069","17617.66650301732","192.168.11.111","192.168.11.248","TCP","402","-> S (15250)"
"103070","17617.914153607107","192.168.11.248","192.168.11.111","IEC 60870-5-104","455","-> S (15250)"
"103071","17618.25100831678","192.168.11.111","192.168.11.248","TCP","443","-> S (15250)"
"103072","17618.295958164697","192.168.11.248","192.168.11.111","IEC 60870-5-104","134","-> S (15250)"
"103073","17618.457609770365","192.168.11.111","192.168.11.248","TCP","517","-> S (15250)"
"103074","17618.72459684996","192.168.11.248","192.168.11.111","IEC 60870-5-104","156","-> S (15250)"
"103075","17618.872076575128","192.168.11.111","192.168.11.248","TCP","462","-> S (15250)"
"103076","17619.042196176564","192.168.11.248","192.168.11.111","IEC 60870-5-104","359","-> S (15250)"
"103077","17619.089791254206","192.168.11.111","192.168.11.248","TCP","409","-> S (15250)"
"103078","17619.138512658563","192.168.11.248","192.168.11.111","IEC 60870-5-104","356","-> S (15250)"
"103079","17619.52199154813","192.168.11.111","192.168.11.248","TCP","573","-> S (15250)"
"103080","17619.60592405846","192.168.11.248","192.168.11.111","IEC 60870-5-104","88","-> S (15250)"
"103081","17619.801301562515","192.168.11.111","192.168.11.248","TCP","488","-> S (15250)"
"103082","17620.076221906424","192.168.11.248","192.168.11.111","IEC 60870-5-104","693","-> S (15250)"
"103083","17620.182305133014","192.168.11.111","192.168.11.248","TCP","788","-> S (15250)"
"103084","17620.30652040088","192.168.11.248","192.168.11.111","IEC 60870-5-104","158","-> S (15250)"
"103085","17620.370802496214","192.168.11.111","192.168.11.248","TCP","346","-> S (15250)"
"103086","17620.622196228334","192.168.11.248","192.168.11.111","IEC 60870-5-104","739","-> S (15250)"
"103087","17620.650301384965","192.168.11.111","192.168.11.248","TCP","407","-> S (15250)"
"103088","17620.74183369117","192.168.11.248","192.168.11.111","IEC 60870-5-104","703","-> S (15250)"
"103089","17620.958057006086","192.168.11.111","192.168.11.248","TCP","616","-> S (15250)"
"103090","17621.08690541968","192.168.11.248","192.168.11.111","IEC 60870-5-104","189","-> S (15250)"
"103091","17621.226835771384","192.168.11.111","192.168.11.248","TCP","337","-> S (15250)"
"103092","17621.339806188116","192.168.11.248","192.168.11.111","IEC 60870-5-104","152","-> S (15250)"
"103093","17621.477747698613","192.168.11.111","192.168.11.248","TCP","624","-> S (15250)"
"103094","17621.536027264156","192.168.11.248","192.168.11.111","IEC 60870-5-104","656","-> S (15250)"
"103095","17621.571294351663","192.168.11.111","192.168.11.248","TCP","408","-> S (15250)"
"103096","17621.999450227308","192.168.11.248","192.168.11.111","IEC 60870-5-104","227","-> S (15250)"
"103097","17622.115337346964","192.168.11.111","192.168.11.248","TCP","505","-> S (15250)"
"103098","17622.1389629709","192.168.11.248","192.168.11.111","IEC 60870-5-104","253","-> S (15250)"
"103099","17622.36126923688","192.168.11.111","192.168.11.248","TCP","902","-> S (15250)"
"103100","17622.76454675723","192.168.11.248","192.168.11.111","IEC 60870-5-104","387","-> S (15250)"
"103101","17622.847351290442","192.168.11.111","192.168.11.248","TCP","253","-> S (15250)"
"103102","17623.135269502913","192.168.11.248","192.168.11.111","IEC 60870-5-104","509","-> S (15250)"
"103103","17623.40134564676","192.168.11.111","192.168.11.248","TCP","431","-> S (15250)"
"103104","17623.42360300452","192.168.11.248","192.168.11.111","IEC 60870-5-104","210","-> S (15250)"
"103105","17623.741729704685","192.168.11.111","192.168.11.248","TCP","367","-> S (15250)"
"103106","17623.846954980643","192.168.11.248","192.168.11.111","IEC 60870-5-104","550","-> S (15250)"
"103107","17623.93229473413","192.168.11.111","192.168.11.248","TCP","876","-> S (15250)"
"103108","17623.9571482772","192.168.11.248","192.168.11.111","IEC 60870-5-104","355","-> S (15250)"
"103109","17624.054490752867","192.168.11.111","192.168.11.248","TCP","367","-> S (15250)"
"103110","17624.417719658777","192.168.11.248","192.168.11.111","IEC 60870-5-104","818","-> S (15250)"
"103111","17624.429517456032","192.168.11.111","192.168.11.248","TCP","291","-> S (15250)"
"103112","17624.534464905704","192.168.11.248","192.168.11.111","IEC 60870-5-104","660","-> S (15250)"
"103113","17624.88708224582","192.168.11.111","192.168.11.248","TCP","746","-> S (15250)"
"103114","17625.17207003357","192.168.11.248","192.168.11.111","IEC 60870-5-104","367","-> S (15250)"
"103115","17625.19320673442","192.168.11.111","192.168.11.248","TCP","697","-> S (15250)"
"103116","17625.19591667731","192.168.11.248","192.168.11.111","IEC 60870-5-104","428","-> S (15250)"
"103117","17625.367516868493","192.168.11.111","192.168.11.248","TCP","685","-> S (15250)"
"103118","17625.779999526938","192.168.11.248","192.168.11.111","IEC 60870-5-104","511","-> S (15250)"
"103119","17625.960190693175","192.168.11.111","192.168.11.248","TCP","278","-> S (15250)"
"103120","17626.135996220783","192.168.11.248","192.168.11.111","IEC 60870-5-104","606","-> S (15250)"
"103121","17626.21143723113","192.168.11.111","192.168.11.248","TCP","765","-> S (15250)"
"103122","17626.307682988434","192.168.11.248","192.168.11.111","IEC 60870-5-104","305","-> S (15250)"
"103123","17626.32875300774","192.168.11.111","192.168.11.248","TCP","585","-> S (15250)"
"103124","17626.697202579053","192.168.11.248","192.168.11.111","IEC 60870-5-104","147","-> S (15250)"
"103125","17626.70137811683","192.168.11.111","192.168.11.248","TCP","581","-> S (15250)"
"103126","17626.7053942005","192.168.11.248","192.168.11.111","IEC 60870-5-104","103","-> S (15250)"
"103127","17626.810325012044","192.168.11.111","192.168.11.248","TCP","945","-> S (15250)"
"103128","17626.86591355516","192.168.11.248","192.168.11.111","IEC 60870-5-104","570","-> S (15250)"
"103129","17626.954504482022","192.168.11.111","192.168.11.248","TCP","267","-> S (15250)"
"103130","17627.349365573104","192.168.11.248","192.168.11.111","IEC 60870-5-104","570","-> S (15250)"
"103131","17627.6184232744","192.168.11.111","192.168.11.248","TCP","245","-> S (15250)"
"103132","17627.67554230749","192.168.11.248","192.168.11.111","IEC 60870-5-104","232","-> S (15250)"
"103133","17627.69390483636","192.168.11.111","192.168.11.248","TCP","328","-> S (15250)"
"103134","17627.807833667015","192.168.11.248","192.168.11.111","IEC 60870-5-104","115","-> S (15250)"
"103135","17627.811214499434","192.168.11.111","192.168.11.248","TCP","681","-> S (15250)"
"103136","17628.005235985653","192.168.11.248","192.168.11.111","IEC 60870-5-104","203","-> S (15250)"
"103137","17628.312764929393","192.168.11.111","192.168.11.248","TCP","384","-> S (15250)"
"103138","17628.341344031378","192.168.11.248","192.168.11.111","IEC 60870-5-104","135","-> S (15250)"
"103139","17628.379875869847","192.168.11.111","192.168.11.248","TCP","386","-> S (15250)"
"103140","17628.405031545677","192.168.11.248","192.168.11.111","IEC 60870-5-104","231","-> S (15250)"
"103141","17628.490843927993","192.168.11.111","192.168.11.248","TCP","247","-> S (15250)"
"103142","17628.707922499598","192.168.11.248","192.168.11.111","IEC 60870-5-104","384","-> S (15250)"
"103143","17628.902055083872","192.168.11.111","192.168.11.248","TCP","594","-> S (15250)"
"103144","17629.15409833298","192.168.11.248","192.168.11.111","IEC 60870-5-104","481","-> S (15250)"
"103145","17629.16993474179","192.168.11.111","192.168.11.248","TCP","571","-> S (15250)"
"103146","17629.183794771718","192.168.11.248","192.168.11.111","IEC 60870-5-104","484","-> S (15250)"
"103147","17629.203828260703","192.168.11.111","192.168.11.248","TCP","456","-> S (15250)"
"103148","17629.38913366886","192.168.11.248","192.168.11.111","IEC 60870-5-104","114","-> S (15250)"
"103149","17629.60752479273","192.168.11.111","192.168.11.248","TCP","562","-> S (15250)"
"103150","17629.80813360671","192.168.11.248","192.168.11.111","IEC 60870-5-104","569","-> S (15250)"
"103151","17630.224774341","192.168.11.111","192.168.11.248","TCP","335","-> S (15250)"
"103152","17630.242529184274","192.168.11.248","192.168.11.111","IEC 60870-5-104","216","-> S (15250)"
"103153","17630.481532683294","192.168.11.111","192.168.11.248","TCP","329","-> S (15250)"
"103154","17630.555372795134","192.168.11.248","192.168.11.111","IEC 60870-5-104","97","-> S (15250)"
"103155","17630.61060955629","192.168.11.111","192.168.11.248","TCP","309","-> S (15250)"
"103156","17630.928679497916","192.168.11.248","192.168.11.111","IEC 60870-5-104","163","-> S (15250)"
"103157","17630.99848419412","192.168.11.111","192.168.11.248","TCP","386","-> S (15250)"
"103158","17631.215946724784","192.168.11.248","192.168.11.111","IEC 60870-5-104","319","-> S (15250)"
"103159","17631.27345606833","192.168.11.111","192.168.11.248","TCP","638","-> S (15250)"
"103160","17631.460928520133","192.168.11.248","192.168.11.111","IEC 60870-5-104","169","-> S (15250)"
"103161","17631.634836554756","192.168.11.111","192.168.11.248","TCP","297","-> S (15250)"
"103162","17631.99174455816","192.168.11.248","192.168.11.111","IEC 60870-5-104","334","-> S (15250)"
"103163","17632.18010838959","192.168.11.111","192.168.11.248","TCP","426","-> S (15250)"
"103164","17632.193391762095","192.168.11.248","192.168.11.111","IEC 60870-5-104","463","-> S (15250)"
"103165","17632.35648226467","192.168.11.111","192.168.11.248","TCP","851","-> S (15250)"
"103166","17632.714212808816","192.168.11.248","192.168.11.111","IEC 60870-5-104","271","-> S (15250)"
"103167","17633.04436569344","192.168.11.111","192.168.11.248","TCP","338","-> S (15250)"
"103168","17633.12546799069","192.168.11.248","192.168.11.111","IEC 60870-5-104","277","-> S (15250)"
"103169","17633.283079729186","192.168.11.111","192.168.11.248","TCP","676","-> S (15250)"
"103170","17633.467267838478","192.168.11.248","192.168.11.111","IEC 60870-5-104","180","-> S (15250)"
"103171","17633.51820173291","192.168.11.111","192.168.11.248","TCP","504","-> S (15250)"
"103172","17633.690547939026","192.168.11.248","192.168.11.111","IEC 60870-5-104","357","-> S (15250)"
"103173","17633.7388550044","192.168.11.111","192.168.11.248","TCP","289","-> S (15250)"
"103174","17633.756598473454","192.168.11.248","192.168.11.111","IEC 60870-5-104","227","-> S (15250)"
"103175","17633.96971431863","192.168.11.111","192.168.11.248","TCP","802","-> S (15250)"
"103176","17634.111220190924","192.168.11.248","192.168.11.111","IEC 60870-5-104","159","-> S (15250)"
"103177","17634.4068204419","192.168.11.111","192.168.11.248","TCP","301","-> S (15250)"
"103178","17634.59715637221","192.168.11.248","192.168.11.111","IEC 60870-5-104","223","-> S (15250)"
"103179","17634.78541576475","192.168.11.111","192.168.11.248","TCP","979","-> S (15250)"
"103180","17634.90321544806","192.168.11.248","192.168.11.111","IEC 60870-5-104","460","-> S (15250)"
"103181","17634.93917645848","192.168.11.111","192.168.11.248","TCP","684","-> S (15250)"
"103182","17635.21089383998","192.168.11.248","192.168.11.111","IEC 60870-5-104","868","-> S (15250)"
"103183","17635.354910857914","192.168.11.111","192.168.11.248","TCP","574","-> S (15250)"
"103184","17635.619136503334","192.168.11.248","192.168.11.111","IEC 60870-5-104","288","-> S (15250)"
"103185","17635.73035768832","192.168.11.111","192.168.11.248","TCP","508","-> S (15250)"
"103186","17636.046460961323","192.168.11.248","192.168.11.111","IEC 60870-5-104","471","-> S (15250)"
"103187","17636.35053445474","192.168.11.111","192.168.11.248","TCP","326","-> S (15250)"
"103188","17636.539400794714","192.168.11.248","192.168.11.111","IEC 60870-5-104","169","-> S (15250)"
"103189","17636.682848138764","192.168.11.111","192.168.11.248","TCP","485","-> S (15250)"
"103190","17636.99172922001","192.168.11.248","192.168.11.111","IEC 60870-5-104","667","-> S (15250)"
"103191","17637.11746382001","192.168.11.111","192.168.11.248","TCP","326","-> S (15250)"
"103192","17637.48878159837","192.168.11.248","192.168.11.111","IEC 60870-5-104","238","-> S (15250)"
"103193","17637.588114249073","192.168.11.111","192.168.11.248","TCP","304","-> S (15250)"
"103194","17637.611830847196","192.168.11.248","192.168.11.111","IEC 60870-5-104","262","-> S (15250)"
"103195","17637.629217162103","192.168.11.111","192.168.11.248","TCP","446","-> S (15250)"
"103196","17637.829063169327","192.168.11.248","192.168.11.111","IEC 60870-5-104","237","-> S (15250)"
"103197","17638.208001067986","192.168.11.111","192.168.11.248","TCP","280","-> S (15250)"
"103198","17638.34524816925","192.168.11.248","192.168.11.111","IEC 60870-5-104","476","-> S (15250)"
"103199","17638.645035875383","192.168.11.111","192.168.11.248","TCP","408","-> S (15250)"
"103200","17638.653310149206","192.168.11.248","192.168.11.111","IEC 60870-5-104","472","-> S (15250)"
"103201","17638.70628030864","192.168.11.111","192.168.11.248","TCP","537","-> S (15250)"
"103202","17638.83637370102","192.168.11.248","192.168.11.111","IEC 60870-5-104","194","-> S (15250)"
"103203","17638.925593612632","192.168.11.111","192.168.11.248","TCP","489","-> S (15250)"
"103204","17639.02315194033","192.168.11.248","192.168.11.111","IEC 60870-5-104","346","-> S (15250)"
"103205","17639.195015467147","192.168.11.111","192.168.11.248","TCP","377","-> S (15250)"
"103206","17639.506241601426","192.168.11.248","192.168.11.111","IEC 60870-5-104","387","-> S (15250)"
"103207","17639.692778224504","192.168.11.111","192.168.11.248","TCP","576","-> S (15250)"
"103208","17639.89159941629","192.168.11.248","192.168.11.111","IEC 60870-5-104","99","-> S (15250)"
"103209","17640.209617331042","192.168.11.111","192.168.11.248","TCP","301","-> S (15250)"
"103210","17640.310156610558","192.168.11.248","192.168.11.111","IEC 60870-5-104","188","-> S (15250)"
"103211","17640.585483447398","192.168.11.111","192.168.11.248","TCP","374","-> S (15250)"
"103212","17640.749150882435","192.168.11.248","192.168.11.111","IEC 60870-5-104","389","-> S (15250)"
"103213","17640.879150476765","192.168.11.111","192.168.11.248","TCP","484","-> S (15250)"
"103214","17640.917872693655","192.168.11.248","192.168.11.111","IEC 60870-5-104","568","-> S (15250)"
"103215","17641.12644364547","192.168.11.111","192.168.11.248","TCP","263","-> S (15250)"
"103216","17641.30544069268","192.168.11.248","192.168.11.111","IEC 60870-5-104","338","-> S (15250)"
"103217","17641.333051149417","192.168.11.111","192.168.11.248","TCP","331","-> S (15250)"
"103218","17641.4459896781","192.168.11.248","192.168.11.111","IEC 60870-5-104","156","-> S (15250)"
"103219","17641.56078764938","192.168.11.111","192.168.11.248","TCP","510","-> S (15250)"
"103220","17641.580399206505","192.168.11.248","192.168.11.111","IEC 60870-5-104","249","-> S (15250)"
"103221","17641.84820751709","192.168.11.111","192.168.11.248","TCP","477","-> S (15250)"
"103222","17642.121990978645","192.168.11.248","192.168.11.111","IEC 60870-5-104","843","-> S (15250)"
"103223","17642.465474864","192.168.11.111","192.168.11.248","TCP","513","-> S (15250)"
"103224","17642.493959179916","192.168.11.248","192.168.11.111","IEC 60870-5-104","378","-> S (15250)"
"103225","17642.6393681843","192.168.11.111","192.168.11.248","TCP","706","-> S (15250)"
"103226","17642.66869891129","192.168.11.248","192.168.11.111","IEC 60870-5-104","161","-> S (15250)"
"103227","17642.7761290092","192.168.11.111","192.168.11.248","TCP","748","-> S (15250)"
"103228","17643.0171865955","192.168.11.248","192.168.11.111","IEC 60870-5-104","836","-> S (15250)"
"103229","17643.208081006345","192.168.11.111","192.168.11.248","TCP","727","-> S (15250)"
"103230","17643.411311579708","192.168.11.248","192.168.11.111","IEC 60870-5-104","395","-> S (15250)"
"103231","17643.595150155543","192.168.11.111","192.168.11.248","TCP","743","-> S (15250)"
"103232","17643.651271305134","192.168.11.248","192.168.11.111","IEC 60870-5-104","695","-> S (15250)"
"103233","17643.965941136914","192.168.11.111","192.168.11.248","TCP","587","-> S (15250)"
"103234","17644.043446182954","192.168.11.248","192.168.11.111","IEC 60870-5-104","406","-> S (15250)"
"103235","17644.094670308026","192.168.11.111","192.168.11.248","TCP","343","-> S (15250)"
"103236","17644.253131312005","192.168.11.248","192.168.11.111","IEC 60870-5-104","332","-> S (15250)"
"103237","17644.311433416176","192.168.11.111","192.168.11.248","TCP","484","-> S (15250)"
"103238","17644.43880510117","192.168.11.248","192.168.11.111","IEC 60870-5-104","516","-> S (15250)"
"103239","17644.452482323537","192.168.11.111","192.168.11.248","TCP","636","-> S (15250)"
"103240","17644.680111097132","192.168.11.248","192.168.11.111","IEC 60870-5-104","319","-> S (15250)"
"103241","17644.890322288953","192.168.11.111","192.168.11.248","TCP","770","-> S (15250)"
"103242","17644.993016648463","192.168.11.248","192.168.11.111","IEC 60870-5-104","251","-> S (15250)"
"103243","17645.144760608277","192.168.11.111","192.168.11.248","TCP","779","-> S (15250)"
"103244","17645.185036696268","192.168.11.248","192.168.11.111","IEC 60870-5-104","187","-> S (15250)"
"103245","17645.223064841623","192.168.11.111","192.168.11.248","TCP","209","-> S (15250)"
"103246","17645.45584015668","192.168.11.248","192.168.11.111","IEC 60870-5-104","277","-> S (15250)"
"103247","17645.617419801303","192.168.11.111","192.168.11.248","TCP","506","-> S (15250)"
"103248","17645.74741665062","192.168.11.248","192.168.11.111","IEC 60870-5-104","486","-> S (15250)"
"103249","17646.21183888527","192.168.11.111","192.168.11.248","TCP","518","-> S (15250)"
"103250","17646.373924249972","192.168.11.248","192.168.11.111","IEC 60870-5-104","860","-> S (15250)"
"103251","17646.511828762043","192.168.11.111","192.168.11.248","TCP","537","-> S (15250)"
"103252","17646.59384766606","192.168.11.248","192.168.11.111","IEC 60870-5-104","256","-> S (15250)"
"103253","17646.768588427345","192.168.11.111","192.168.11.248","TCP","315","-> S (15250)"
"103254","17646.82672755961","192.168.11.248","192.168.11.111","IEC 60870-5-104","396","-> S (15250)"
"103255","17646.849177925567","192.168.11.111","192.168.11.248","TCP","647","-> S (15250)"
"103256","17646.949767793096","192.168.11.248","192.168.11.111","IEC 60870-5-104","396","-> S (15250)"
"103257","17647.07304907656","192.168.11.111","192.168.11.248","TCP","316","-> S (15250)"
"103258","17647.280143145967","192.168.11.248","192.168.11.111","IEC 60870-5-104","167","-> S (15250)"
"103259","17647.565451145667","192.168.11.111","192.168.11.248","TCP","325","-> S (15250)"
"103260","17647.78600383342","192.168.11.248","192.168.11.111","IEC 60870-5-104","892","-> S (15250)"
"103261","17647.81517006264","192.168.11.111","192.168.11.248","TCP","247","-> S (15250)"
"103262","17648.135773887203","192.168.11.248","192.168.11.111","IEC 60870-5-104","176","-> S (15250)"
"103263","17648.365953211665","192.168.11.111","192.168.11.248","TCP","334","-> S (15250)"
"103264","17648.49611519498","192.168.11.248","192.168.11.111","IEC 60870-5-104","165","-> S (15250)"
"103265","17648.554257910037","192.168.11.111","192.168.11.248","TCP","500","-> S (15250)"
"103266","17648.614689393555","192.168.11.248","192.168.11.111","IEC 60870-5-104","432","-> S (15250)"
"103267","17648.88529310278","192.168.11.111","192.168.11.248","TCP","412","-> S (15250)"
"103268","17648.962244930684","192.168.11.248","192.168.11.111","IEC 60870-5-104","171","-> S (15250)"
"103269","17649.005221361673","192.168.11.111","192.168.11.248","TCP","571","-> S (15250)"
